,Date,City,State,Country,Shape,Duration,Summary,Posted,Images
232,8/19/22 21:15,Jeffrey City,WY,USA,Cigar,2-3 minutes,I saw a cigar shaped object slowly moving west to east about 10° above horizon.,9/9/22,
233,8/19/22 21:15,"NNW of Lake George Village


","New York


","United States


",Disk,"About 30 Mins


","red and white light disk shaped


",12/22/22,
234,8/19/22 21:05,Point pleasant,NJ,USA,Changing,I saw it for three hours,I’ve seen hundreds of objects five straight times I’ve sent you guys at least 20 videos now and I have not heard one word From u,10/8/22,
235,8/19/22 21:00,Lakewood,NY,USA,Cigar,60-90 seconds,We saw a long straight light about two finger widths that moved across the sky and then abruptly turned or disappeared,10/8/22,
236,8/19/22 20:58,Henniker,NH,USA,Cigar,30 seconds,We saw this light just floating and went across the sky really slowly and was white and slowly disappeared,10/8/22,Yes
237,8/19/22 20:50,North PEI Brackley beach,Prince Edward Island,Canada,Disk,Unknown,Strange object above.,10/8/22,
238,8/19/22 20:27,Rhode Island,RI,USA,Cigar,),2 orange streaks,10/8/22,
239,8/19/22 11:14,,,,,,Cumulative Report 3,10/8/22,
240,8/19/22 10:45,METHUEN,MA,USA,Light,10 seconds each,Very high in the atmosphere and at very high speed two objects shot across the sky.,9/9/22,
241,8/19/22 09:59,Amboy,WA,USA,Unknown,Close to 60 seconds,Looked like a lighted train in the sky,10/8/22,
242,8/19/22 09:45,Baldwinsville,NY,USA,Cigar,20-30 seconds,Almost home when my wife alerted me to look up. Hard to say what it’s altitude was - maybe 2500’ and moving very slowly,10/8/22,Yes
243,8/19/22 09:17,nearest city glide/peel/Roseburg,OR,USA,Cigar,Under 30 seconds.,we look up in the sky and see a glowing red and green object when we pointed cameras at it when we did it vanished,12/22/22,
244,8/19/22 09:10,westlake village,CA,USA,Circle,15 minutes,large circular craft spotted,10/8/22,Yes
245,8/19/22 06:50,Tyler,TX,USA,Diamond,Lance,2 diamond 2 part connected with a light per side each side of 3 lights of triangle lights,12/22/22,
246,8/19/22 06:00,Dundee a,MI,USA,Light,The lights did not move.,I see the lights early in the morning,10/8/22,
247,8/19/22 05:50,Indianapolis,IN,USA,Light,"Unsure, a couple seconds",I saw a strange light that seemed to stretch in length before disappearing,9/9/22,
248,8/19/22 03:00,Clallam Bay,WA,USA,Disk,1min,Saucer shape with neon purple rings seen hovering through trees hovering over campsite then moving westward over ocean out of site.,9/9/22,
249,8/19/22 02:30,,TN,USA,,,My previous submission was a mistake- what I saw was not actually captured in the photos I submitted,10/8/22,
250,8/19/22 02:30,Gatlinburg,TN,USA,Other,20 minutea,I saw a T shaped “cloud” in the sky but it was isolated and not moving and it was brighter then the other clouds on the sky.,9/9/22,Yes
251,8/18/22 22:30,Boca Raton,FL,USA,Other,Many times,Planes stopping and flashing weird lights.,12/22/22,
252,8/18/22 22:30,Benton,IL,USA,Sphere,3 to 5 minutes,Amber glowing sphere moving across sky,9/9/22,
253,8/18/22 22:30,Choctaw,OK,USA,Light,Until 130 am august 19th,Saw lights coming out of Ursa Major area of the northern quadrant of the sky but at the tree line,12/22/22,
254,8/18/22 22:13,Hendersonville,TN,USA,Other,30-35 seconds,Something in the sky but not far high in the sky,9/9/22,Yes
255,8/18/22 21:00,Phoenix,AZ,USA,Light,15 seconds,2 set of lights streaking across sky from north to south.,9/9/22,
256,8/18/22 20:54,Roseville,CA,USA,Triangle,1.5 minutes,"Three large, low-hovering bright triangle shaped crafts.",9/9/22,
257,8/18/22 19:30,Leavittsburg,OH,USA,Oval,50 minutes,I could see a translucent oval shape in the clouds.,9/9/22,
258,8/18/22 17:47,Gainesville,NY,USA,,,I didn't notice until I got home,10/8/22,Yes
259,8/18/22 14:00,Flushing,NY,USA,Diamond,1-2 minutes,Diamond Shaped Object,9/9/22,
260,8/18/22 07:23,fraserburgh,Aberdeen,United Kingdom,Rectangle,dissapered 3seconds after,i seen it for a second and then i tried to take another photo but it was gone,9/9/22,Yes
261,8/18/22 03:30,Beech Island,SC,USA,Cylinder,Don't know,I saw it on my camera,10/8/22,
262,8/18/22 03:20,,CA,USA,Unknown,20 minutes,First 2 then 5 total UAP well above FL470,9/9/22,
263,8/18/22 00:05,Ashville,NC,USA,Unknown,15 seconds,"Loud electric ringing noise, shaking floor, sputtering engine noise.",9/9/22,
264,8/17/22 22:30,Benton,IL,USA,Sphere,Approx 5 mins,Orange orb in sky going south south west,9/9/22,
265,8/17/22 22:05,Waterlooville,,United Kingdom,Unknown,1-5 minutes,A shape making sharp turns and emitting we think EM radiation.,9/9/22,
266,8/17/22 21:34,Midland,WA,USA,Circle,5 min,No noise bright orange flying in pattern,9/9/22,
267,8/17/22 21:30,Fredericksburg,VA,USA,Light,3 minutes,White light with no blinking lights and no sound flew from the west then turned to the north.,9/9/22,
268,8/17/22 20:58,Coeur d’alane,ID,USA,Unknown,5 minutes,Looked like two crafts fighting in the air,10/8/22,
269,8/17/22 20:42,New port richey,FL,USA,Circle,10 minutes,"Sitting from the back patio, the area got completely quiet and a glowing orb appeared over the fence, above the street.",9/9/22,
270,8/17/22 19:40,Meerut,Uttar Pradesh,India,Sphere,1 or 2 mins,Appearance of 1 uap fast moving,9/9/22,
271,8/17/22 19:20,Meerut,Uttar Pradesh,India,Sphere,15 mins,"Initially there was 1 uap than 2 more appeared, later on 3 more were there",9/9/22,
272,8/17/22 18:13,"Las Vegas, NV",NV,USA,Changing,1:13 seconds,Colorful Shapeshifting UFO,9/9/22,Yes
273,8/17/22 07:30,Wallace,NC,USA,Diamond,10 seconds,It was very high up and diamond shaped.,9/9/22,Yes
274,8/17/22 05:02,St.Charles,IL,USA,Light,8 sec of what i saw,it was about the size of the moon in perspective from where i was a incredibly bright light and extremely fast,9/9/22,
275,8/17/22 04:06,Eagle river,,,Circle,1:49 min,It was moving in a fast circle but juerking side to side and up and down. Then vanished,9/9/22,Yes
276,8/17/22 02:38,Rising Fawn,GA,USA,Diamond,Less than one minute,Lightning strike off in distance. Craft was low to the ground hovering over a power line. Four lights undercarriage and no sound.,9/9/22,Yes
277,8/16/22 22:50,Summerfield,FL,USA,Light,3-4 seconds,Bright white sphere streaking across the sky,9/9/22,
278,8/16/22 22:30,Enfield,,United Kingdom,Light,3 mins,12 lights all flashing on and off red and green in a grid shape,9/9/22,Yes
279,8/16/22 22:21,Helena,MT,USA,Changing,last 4 days,For the last week we have seen approx 10 crafts some flying 3 in a line all different separate crafts they will fly over then hover,9/9/22,
280,8/16/22 21:32,Dateland,AZ,USA,Light,33 minutes,We seen up to 7 oval lights in the sky,9/9/22,Yes
281,8/16/22 21:30,Avanos,Nevsehir Province,Turkey,Star,More than 1 minute,I saw four blinking objects in tringle formation,9/9/22,
282,8/16/22 21:00,Whitehall,PA,USA,Sphere,45 min and continues,"Bright orbs that appeared white but occasionally would have a red blink. Not planes, they did not move.",9/9/22,Yes
283,8/16/22 21:00,Sandy,UT,USA,Triangle,30 minutes,Cloaked triangle,9/9/22,
284,8/16/22 09:38,Saratoga Springs,UT,USA,Circle,30 seconds,Driving to work I saw bright white orb between Utah Lake and redwood road. It was a clear sky,9/9/22,
285,8/15/22 22:20,"Doral, in Miami florida",FL,USA,Light,Full Vision For 2 seconds,"White light at center with dominant green and blue aura leaving a trail, moved as fast as pointing at the sky and dropping your hand.",9/9/22,
286,8/15/22 22:00,Half Moon Bay,CA,USA,Light,3 seconds,"I saw two high-altitude soft cool light glows, one following the other which looked different than the Perseid meteors.",9/9/22,
287,8/15/22 21:55,Gatineau,Quebec,Canada,Other,about a quarter second,An object like a 'rod with features' was captured on an infrared camera facing upwards moving screen top to bottom,12/22/22,Yes
288,8/15/22 21:30,Chino,American Samoa,USA,Light,Does not leave up to 3,Objects move erratically and fast but stay in area,9/9/22,
289,8/15/22 21:02,Canterbury (Reculver Towers),,United Kingdom,Circle,10 mins on and off,Large orange orb gliding above sea level,9/9/22,Yes
290,8/15/22 20:58,Gatineau,Quebec,Canada,Other,half a second,"An object moved fast downwards and left the screen then reappeared 9 seconds later moving upwards; basically, a rod with features",12/22/22,Yes
291,8/15/22 20:50,Greenfield,MA,USA,Light,3 minutes,Flashing green light moving then stopping then dropping,9/9/22,
292,8/15/22 20:15,Polson,MT,USA,Circle,2 minutes,A very bright circular ball following a military jet.,9/9/22,
293,8/15/22 20:10,Helena,MT,USA,Other,5 minutes,2 u shaped fire objects in sky,10/8/22,Yes
294,8/15/22 15:00,Layton,UT,USA,Changing,45 seconds,"Black spherical object, linear movement, pausing and changing to a somewhat hourglass shape before reverting back to sphere and moving.",9/9/22,
295,8/15/22 15:00,"Eddyville, KY. (Land Between the Lakes, LBL",KY,USA,Changing,5-10 minutes,Three round spheres flying erratically and making no sound,10/8/22,
296,8/15/22 13:25,West Chester,OH,USA,Cross,10 seconds,"Saw large white cross-shaped craft drifting north. Elevation near clouds. After viewing for a few seconds, the object vanished.",9/9/22,Yes
297,8/15/22 08:25,Church Point,LA,USA,Cylinder,Ten minutes,I was going up a ladder to get a bird feeder and I saw a white long shape and I new it was not a air plane it was a Tic Tac UFO,9/9/22,
298,8/15/22 03:34,Winthrop,MA,USA,Sphere,30 seconds,Large lit in orange’ sphere,9/9/22,
299,8/15/22 02:15,Colorado Springs,CO,USA,Triangle,2 minutes,Dark triangle in the east sky,9/9/22,
300,8/15/22 01:57,Jessup,PA,USA,Unknown,3-4 Minutes,Bright light appeared out of nowhere then slowly went up out of camera,9/9/22,
301,8/14/22 22:40,Baltimore,MD,USA,Circle,20 seconds,"Ball of Light, back & forth, went out of site w a bright blue/purple color, couldn't take my eyes off it.",9/9/22,
302,8/14/22 22:15,Leader,MN,USA,Star,5 minutes,Several very faint and distant looking stars moving fast across sky,9/9/22,
303,8/14/22 22:00,Andover,ME,USA,Oval,10 seconds or more,"Looking at stars with my wife, what we thought was a star suddenly got big and bright and started moving through the sky and pulsing.",9/9/22,Yes
304,8/14/22 21:24,Durban,KwaZulu-Natal,South Africa,Circle,00:52,Moving object flashing different colors in the sky,9/9/22,
305,8/14/22 21:21,Raquette Lake,NY,USA,Unknown,120 seconds,While stargazing in the Adirondacks of NY my 14 year old son and I watched for 2 minutes as an uncomfortable amount of lights crossed.,9/9/22,
306,8/14/22 20:45,Murphysboro,IL,USA,Oval,5 seconds,"A bright ball of light with a trail of bright light behind it & possibly in front, which moved horizontally low across a cloudy sky.",9/9/22,
307,8/14/22 20:18,Corvallis,OR,USA,Oval,2 minutes,White object moved slowly through sky with no smoke or noise.,9/9/22,Yes
308,8/14/22 13:59,Tannersville,PA,USA,Diamond,,I was taking pictures of the moon and discovered I was photo bombed by a ufo the next day while reviewing them.,10/8/22,Yes
309,8/14/22 13:00,escondido,CA,USA,Chevron,maybe 1 minute,Reflective shield/chevron hovering above mountain,9/9/22,
310,8/14/22 11:15,Saint Louis,MO,USA,Fireball,Less than 10 seconds,A fireball fell into our neighbor's backyard.,9/9/22,
311,8/14/22 05:50,willow Grove,PA,USA,Unknown,10 to 15 seconds,"Looked to be 5 brilliant white lights no strobes, looked to be one craft.",9/9/22,
312,8/14/22 04:55,Laughlin,NV,USA,,Twenty minutes,Bright white lead light,9/9/22,
313,8/14/22 03:10,Oriental,NC,USA,Light,5 minutes,3 separate lights moving in formation/Changing formation.,9/9/22,
314,8/14/22 01:48,Highbridge,England,United Kingdom,Chevron,3 minutes,"Seen a few meteorites then a string of chevron shaped lights appeared, had enough time to to get phone and photograph",9/9/22,Yes
315,8/14/22 01:00,Corinth,MS,USA,Light,over an hour,Lights were showing up to our N and slowly fading as they moved toward the SE,9/9/22,
316,8/13/22 23:00,Somerville,MA,USA,Light,15 Seconds,"Partner and I went outside to watch the meteor shower at 10:00pm. At ~11:00pm we saw a large, transparent craft making waves of light.",9/9/22,
317,8/13/22 22:11,Hertford,Hertfordshire,United Kingdom,Light,15 Minutes,"Noticed small white dot that illuminated for a few seconds, this was followed by a further 40",9/9/22,
318,8/13/22 21:48,Mandeville,LA,USA,Cylinder,15 minutes,Saw flying objects in the sky,10/8/22,Yes
319,8/13/22 21:39,Naples,NY,USA,Circle,50 seconds to 1 minute,Was watching sky out in front yard and saw a faint light traveling at steady speed no noise gliding through air effortlessly,9/9/22,
320,8/13/22 21:35,Rochester,NY,USA,Oval,3 minutes,"Very large red glowing oval or cylinder shape object,, appeared",9/9/22,
321,8/13/22 21:32,Decatur,GA,USA,Star,1 min 39 seconds,Fireball coming in at cruising speed and then slowly dim into the darkness staying on the same path and speed!,9/9/22,
322,8/13/22 21:30,Pittsboro,NC,USA,Formation,60-90 seconds,"Multiple distant lights in sky; moving in quick bursts, in ENE direction, pretty close together, but on individually erratic paths.",9/9/22,
323,8/13/22 21:20,Doylestown,OH,USA,Unknown,,Circling lights,9/9/22,
324,8/13/22 21:13,Lacombe,LA,USA,Sphere,10 minutes,We watched the sunset at fountainbleu and then we payed in top of our truck looking at the stars and we both noticed these ufo,10/8/22,Yes
325,8/13/22 21:12,Naples,NY,USA,Circle,3 miutes,Walked out on my deck looked up into the sky as always and saw another circlular object coasting effortlessly through the sky. No sound,9/9/22,
