,Date,City,State,Country,Shape,Duration,Summary,Posted,Images
338,10/11/22 18:30,Tucson,AZ,USA,Triangle,6 secs,Craft thought to be a a shooting star when examined and slowed down it’s a triangular shaped craft,12/22/22,
339,10/11/22 18:23,Memphis,TN,USA,Unknown,Walking home from work,I saw a UFO,12/22/22,
340,10/11/22 16:30,about halfway between DFW airport and TLH airport,,USA,Rectangle,30 seconds,I looked down at the cloud layer and saw what looked like a very long black rectangle in the cloud layer,12/22/22,
341,10/11/22 16:00,Lakewood,CO,USA,Disk,6 Years,4 Craft seen heading east over Denver CO,12/22/22,
342,10/11/22 14:55,Windsor,CO,USA,Unknown,,Caught on camera/ the naked eye can't see this,12/22/22,
343,10/11/22 06:00,"Lawford, Manningtree",Essex,United Kingdom,Other,2 or 3 minutes.,"I saw a translucent, glowing, flower shaped object, floating about 100 yards. above the ground in a field.",12/22/22,
344,10/11/22 04:56,Pickerington,OH,USA,Rectangle,20 seconds,A flying object silently hovering over my neighbors house with very bright lights,12/22/22,
345,10/11/22 03:52,Arlington,WA,USA,Light,1+ hour,Flashing zigzagging light,12/22/22,
346,10/11/22 02:47,Banning,CA,USA,Fireball,5 second,About 2 miles west of banning ca,12/22/22,
347,10/11/22 00:35,Napoleon,IN,USA,Cross,7 seconds,"Blue light hovering, then darted left and right in rapid movements",12/22/22,
348,10/10/22 23:00,Charlotte,NC,USA,Circle,Currently going on now,I start noticing them in January,12/22/22,
349,10/10/22 22:30,Kissimmee,FL,USA,Circle,Less than 20 seconds,"Lime green disk,dark in the center, hovering over my lanai",12/22/22,
350,10/10/22 22:03,Port St John,FL,USA,Fireball,less than a minute,Large yellow ball with teardrop bottom encased in a blue light.,12/22/22,
351,10/10/22 22:00,Rockwood,TN,USA,Sphere,Various durations,Erratic movement shifting shimmering colors w/ brilllant white at center,12/22/22,
352,10/10/22 21:45,Brooksville,FL,USA,Fireball,2 seconds,Green fireball streaking across sky,12/22/22,
353,10/10/22 20:00,Barrie,ON,Canada,Light,Approx. 4 minutes,Blinking lights flying in formation 2 hovering in place and a 3rd flying erratically near them,12/22/22,
354,10/10/22 19:50,Auburn,NY,USA,Circle,1 minute,4 bright orange lights that disappeared one at a time,12/22/22,
355,10/10/22 19:24,Bronx,NY,USA,Changing,1 1/2 hours,"Looked like a billion, beautiful, rainbow stars converging into rainbow colored crucifixion cross",12/22/22,
356,10/10/22 19:07,Manhattan,NY,USA,Light,7:00 Pm through 10:30 pm,Irrefutable,12/22/22,
357,10/10/22 07:30,Toronto,ON,USA,Cylinder,Toronto Canada,Pictures,12/22/22,
358,10/10/22 06:49,St Augustine,FL,USA,Triangle,30 seconds,Filmed lights,12/22/22,Yes
359,10/10/22 04:00,Wyomissing,PA,USA,Circle,Approximately 60 mins,Seen during full moon. Eventually moved out of sight,12/22/22,Yes
360,10/10/22 01:00,milwaukee,WI,USA,Disk,5 minut,real,12/22/22,
361,10/9/22 23:59,Edmonton,AB,Canada,Light,not sure,Please contact,12/22/22,
362,10/9/22 22:00,Paris,TX,USA,Circle,4 seconds,A bright yellowish circular object moving swiftly descended behind the tree line behind my apartment patio approximately 60 yards away.,12/22/22,
363,10/9/22 19:41,westminster,CA,USA,Light,15-20 minutes,Light above the clouds with other lights moving into it,12/22/22,
364,10/9/22 19:30,Renfrew,ON,Canada,Light,5 seconds,Bright light plummeted towards earth.,12/22/22,
365,10/9/22 17:57,Newington,CT,USA,Sphere,secs,"Operator for Node 106 in Newington, CT received a MADAR SMS (cell phone text alert), went outside with binocs, saw black sphere",12/22/22,
366,10/9/22 17:57,Newington,CT,USA,,,MADAR Node 106,12/22/22,
367,10/9/22 17:56,Newington,CT,USA,Sphere,mins,Round black object observed with binoculars after MADAR alert.,12/22/22,
368,10/9/22 17:56,Newington,CT,USA,,,MADAR Node 106,12/22/22,
369,10/9/22 17:00,Toronto,ON,Canada,Circle,3 seconds,Streaked through sky cleared the clouds as it bulleted through,12/22/22,
370,10/9/22 15:45,Diablo/Martinez,CA,USA,Teardrop,1-2 minutes,Saw a silver teardrop shaped object over my diablo,12/22/22,
371,10/9/22 13:34,Norwich,Norfolk,United Kingdom,Disk,5 second,White looking disk appearing and disappearing,12/22/22,
372,10/9/22 12:01,Colorado Springs,CO,USA,Circle,2-3 minutes,noticed multiple objects very high in the sky,12/22/22,
373,10/9/22 10:20,hampton,NB,Canada,Changing,1 min,"Flight left to right , elongated white object which reduced to a white point as it moved eastward.",12/22/22,Yes
374,10/9/22 08:35,Kolkata,,India,Circle,2mins,A reddish dot in the sky flying along the West moving from South to North,12/22/22,
375,10/9/22 04:00,HILO,HI,USA,Formation,30 minutes,"Mothership, shield and orbiting streaky and white spheres",12/22/22,
376,10/9/22 02:28,Adelaide,South Australia,Australia,Disk,3 seconds,Was taking a picture of the full moon and it apeared for just a few seconds,12/22/22,
377,10/9/22 01:48,Farnham,Surrey,United Kingdom,Circle,At least 15mins,"Large circular object, which appeared to be moving very slowly.",12/22/22,
378,10/8/22 23:30,Great Falls,MT,USA,Changing,Several hrs.,Bright stars and started dancing and moves sporadically with colored lights.,12/22/22,
379,10/8/22 21:11,New York,,USA,Circle,Several minutes,Two orbs sighted one white and one blue.  ((NUFORC Note:  Probably Jupiter and a blue lens flare.  PD)),12/22/22,Yes
380,10/8/22 21:00,wauchula and myakka city,FL,USA,Changing,two months,"Nightly Sightings of UAP’s blatantly in your face, military chases observes crafts nightly.",10/8/22,Yes
381,10/8/22 21:00,Bear,DE,USA,Circle,3 minutes,"There were bright orange, orb looking objects moving through the sky that looked very odd and out of the ordinary.",12/22/22,Yes
382,10/8/22 20:00,Berwick,PA,USA,Light,30 seconds,Bright blue light near moon and Neptune appear for approximately 30 seconds and shifted position 8 times off and on blue light.,12/22/22,
383,10/8/22 19:40,Des Moines,IA,USA,Other,10 seconds,A large well defined object passed in-front of the brightly lit full moon; crossing across the right lower quadrant,12/22/22,
384,10/8/22 19:30,Kolkata,,India,Light,5 seconds,Light moving and disappeared,12/22/22,
385,10/8/22 19:10,,FL,USA,Oval,3 seconds,Intelsat g 33/34 SpaceX launch live stream. At 23:03 exactly a UFO (submersible) pops up out of the ocean and head straight for space,12/22/22,
386,10/8/22 19:00,,,USA,Disk,,"My son, wife and myself saw a portion of a saucer shaped disc with glowing off and on different colored lights.",10/8/22,
387,10/8/22 18:35,Indian Shores,FL,,Light,5-6 minutes,Bright orange *something* over the gulf,12/22/22,
388,10/8/22 17:20,Raynham,MA,USA,Other,10 seconds,Semi Circle Bright White Lights,12/22/22,
389,10/8/22 12:35,Corte Madera,CA,USA,Oval,1-2 minutes,"7 silver pointed ovals flying south, extremely fast, seemingly flashing/twinkling like a star.",12/22/22,
390,10/8/22 04:01,Irvine,CA,USA,Circle,2 minutes,spacecraft approached then reversed and disappeared,12/22/22,
391,10/7/22 21:50,Brcko,Brcko District,Bosnia and Herzegovina,Diamond,For about half hour.,Half circle trail with rainbow color bright dot.,10/8/22,Yes
392,10/7/22 20:15,Merrill,WI,USA,Changing,10 minutes,"Low steady, ambersih, lights flying in a very slow straight line. At a point, they would make a hard turn up and away.",12/22/22,Yes
393,10/7/22 20:15,Egg harbor,WI,USA,Sphere,Unknown,Took a picture of the moon and to the left noticed a blue sphere and a black tail,12/22/22,Yes
394,10/7/22 19:50,Bealeton,VA,USA,Fireball,One minute,I saw a fireball swirling around in the sky like no craft can do. It split into two parts and came back together into one,10/8/22,
395,10/7/22 19:49,New Albany,OH,USA,Triangle,5min,Triangle with red lights,12/22/22,Yes
396,10/7/22 19:44,Addison,NY,USA,Unknown,Approximately 27 minutes,"Recorded on my Blink camera oriented toward the NW across my property. 5 flashing strobe type lights, flashing with specific frequency",12/22/22,Yes
397,10/7/22 17:06,,,Bermuda,Disk,1 hour at least,A shining disk that stayed in the sky until the sun set.,12/22/22,Yes
398,10/7/22 16:05,Melbourne,FL,USA,Sphere,25 seconds,Saw a small dark round object in western sky,10/8/22,
399,10/7/22 07:34,Kristiansand,,Norway,Unknown,In the morning,Aliens try to make me disposal to them.,10/8/22,Yes
400,10/7/22 00:30,Vidisha,Madhya Pradesh,India,Fireball,60min,"Both craft were light circle moving each other,as taking round of one another..",10/8/22,
401,10/6/22 23:00,,TN,USA,Changing,2 hr,Fluid like movement,10/8/22,Yes
402,10/6/22 21:25,Jacksonville,NC,USA,Circle,10 - 20 seconds,Me and my daughter were driving to petsmart. We saw a flying object that was very large,10/8/22,
403,10/6/22 20:09,Wasco,CA,USA,Triangle,1 minute or so,It’s was a black triangles shape ufo,12/22/22,
404,10/6/22 20:00,Louisville,KY,USA,Other,"2 acts: 1s 3-4 min, 2 unk","2 ufos, 2 different locations, 2 different people groups saw, same shapes, different sizes, different days, few miles apart in Lou. Ky",12/22/22,Yes
405,10/6/22 19:47,Vinton,VA,USA,Light,2:31,I looked up and saw one light flashing then that one went off and another one above it came on they were doing that simultaneously,10/8/22,
406,10/6/22 19:00,Brent,AL,USA,Light,5 min plus,Watched a bright white light pass overhead.,10/8/22,
407,10/6/22 18:37,New York q,NY,USA,Formation,2 MINUTES,Saw these fly objects while presidential ospreys and marine 1 were leaving JFK,12/22/22,Yes
408,10/6/22 16:12,Baltimore,MD,USA,Unknown,5-10 minutes,"20+ small black objects in sky above, moving in “figure 8” motion cohesively",10/8/22,
409,10/6/22 15:59,Oro valley,,,Circle,Unknown,I pointed my cell phone to get a picture of the cloud.,10/8/22,Yes
410,10/6/22 10:10,Centreville,VA,USA,Teardrop,45 seconds,Two objects moving east to west that had a solid string of blue light coming down from them.,10/8/22,
411,10/6/22 09:52,Palm City,FL,USA,Cigar,1 min in West Sky,White straight long object in sky not moving for about a minute and then disappeared fr,10/8/22,
412,10/6/22 08:12,Bluefield,WV,USA,Light,1-2 minutes,Star and Portal,12/22/22,
413,10/6/22 08:05,Rebecca,GA,USA,Circle,5-10 minutes,Round Shiny Silver Object Hovering in Sky,12/22/22,
414,10/6/22 06:05,Port orange,FL,USA,Other,5 seconds,Boomerang shaped object,10/8/22,
415,10/5/22 23:10,Baltimore,MD,USA,Chevron,30sec,Chevron or triangle shape craft with bright orange light...awkward movements and disappeared,10/8/22,
416,10/5/22 20:05,Duluth,MN,USA,Cylinder,2 times at 3 mins each,It came from our atmosphere and below normal aircraft flight level in less then 10 seconds. Consistently changing directions and fligh,10/8/22,Yes
417,10/5/22 19:48,Lynwood,CA,USA,Fireball,15 minutes,6 total fireballs one of them moving super fast shedding green cylinder light like space ship.,10/8/22,Yes
418,10/5/22 19:22,Jamul,CA,USA,Sphere,10-15 seconds,Fast moving low atmosphere no marking lights not in any normal flight path,12/22/22,
419,10/5/22 12:55,Knoxville,TN,USA,Circle,10 seconds,Black grey sphere in sky,10/8/22,
420,10/5/22 12:19,Nashville,TN,USA,Triangle,,possible UFO,12/22/22,Yes
421,10/5/22 10:02,,,USA,Cylinder,,Seen ufo Carring a missle,10/8/22,
422,10/5/22 04:00,"North cave, Brough",East Riding of Yorkshire,United Kingdom,Light,This last for 5 minutes,"Green light, object darting from what a normal aircraft would do.",12/22/22,
423,10/4/22 23:07,Prescott,AZ,USA,Circle,A few minutes,Two red lights very high in the sky,10/8/22,
424,10/4/22 22:12,Brandon,MB,Canada,Light,10 minutes,Through the trees in the grass field beside the highway,10/8/22,Yes
425,10/4/22 22:00,Wilmington,NC,USA,Light,1 min,Bright orange light,10/8/22,
426,10/4/22 21:15,Tyrone,PA,USA,Disk,,Saw an unusual flying object above my house,10/8/22,Yes
427,10/4/22 20:30,Northplatte,NE,USA,Other,30 seconds,"Caught my eye just above me, picture wouldn't pick it up so I took a video still blurry but it was very loud and seemed fast",10/8/22,
428,10/4/22 20:30,Valdosta,GA,USA,Light,1 minute,"Strange, large star light the same size as Jupiter that moved gracefully and slowly disappeared into very small red light",10/8/22,
429,10/4/22 20:04,Wilfrid-Lavigne Blvd.,Quebec,Canada,Disk,one second,"A classic disk with cupola, classically out of focus, moving screen left to right, brightens and starts to look like teardrop",12/22/22,Yes
430,10/4/22 19:30,Rochester,IN,USA,Circle,Maybe 90 seconds,We both noticed the light and then it shrunk in size until it disappeared.,10/8/22,
431,10/4/22 18:45,Lake Charles,LA,USA,Cigar,About 3 minutes,"Brown, fast-moving object seen weaving through air.",12/22/22,Yes
432,10/4/22 17:08,,,Hong Kong S.A.R.,Unknown,literally one frame iphon,"its not visible in human eyes, have multiple photos/videos at that exact second, but only one captured the plane/UFO",10/8/22,Yes
433,10/4/22 16:09,Little Compton,RI,USA,Light,3 seconds,Glowing Orb,10/8/22,
434,10/4/22 13:35,Schoolcraft,MI,USA,Oval,About ten seconds,"Saw a small tic tack shaped object fly over very fast in a straight line, not sure of altitude",10/8/22,
435,10/4/22 07:49,Clemson,SC,USA,Light,,Taking photo of sunrise and noticed the strange object of light in the upper center of the picture.,12/22/22,Yes
436,10/4/22 07:45,Fort Wayne,IN,USA,Disk,5 minutes,Got video,10/8/22,
437,10/4/22 04:12,Sagamore Hills,OH,USA,Sphere,6 minutes,Ball of light hovering in front yard,12/22/22,Yes
438,10/4/22 04:12,Sagamore Hills,OH,USA,Sphere,Over 6 minutes,Saw/recorded light ball/orb in front yard from live security camera,12/22/22,
439,10/3/22 23:33,Azusa,CA,USA,Diamond,,Basket Ball sized Orb of light & floating ship,10/8/22,
440,10/3/22 22:00,Honor,MI,USA,Circle,1-2 minutes,"Large Orb like Circle of light, no sound, no tails, High above tall trees moving east and over Little Platte Lake in straight line fast",12/22/22,Yes
441,10/3/22 20:00,Colorado springs,CO,USA,Triangle,,My husband and I were in the hotub and this mysterious object flew over us with 3 brights lights in a triangle form.,10/8/22,
442,10/3/22 17:02,Newnan,GA,USA,Circle,3hrs,Shiny object spotted in sky by coworker,10/8/22,Yes
443,10/3/22 12:30,Vinita,OK,USA,Circle,30 seconds,Several round white objects flying together.,10/8/22,
444,10/3/22 11:30,,,USA,Changing,2 minutes,"Hovering at high altitude coming slow from west to east,",10/8/22,
445,10/3/22 09:10,Fayetteville,GA,USA,Circle,7 seconds,The craft appeared to be silver and round/pear shaped. It was there then seemed to vanish.,10/8/22,
446,10/3/22 03:30,Benton,AR,USA,Changing,1 hour,Round object in sky changing colors from red green white blue.,10/8/22,Yes
447,10/3/22 03:20,Lehigh Acres,FL,USA,Light,1 hour-1hour 10 minutes,"a blue light in the sky, flashing and emitting static sound. Much higher than street lights.",12/22/22,
448,10/3/22 01:30,Houston,TX,USA,Formation,45 seconds,Lights in sky,10/8/22,
449,10/3/22 00:30,,OK,USA,Sphere,5 to 7 seconds,"Flying drone, hit something, lost all control of dronehen light gets brighter as flying away and fades out, then get control of drone",12/22/22,
450,10/2/22 19:43,Browns mills,NJ,USA,Triangle,1 min,Flying in sky like a row of lights than turning in mid air like a rotation than flipping upwards and zooming up,12/22/22,Yes
451,10/2/22 19:16,San Bernardino,CA,USA,Sphere,3 minutes,"two large glowing orbs that stopped in the sky, turned into a red star shape, turned transparent an fell directedly down vertically.",12/22/22,
452,10/2/22 14:33,Hemet,CA,USA,Circle,3 seconds,Craft flew at extreme rate of speed SW only able to be seen on video when zoomed in and better when slowed down.,10/8/22,Yes
453,10/2/22 13:28,Roseville,CA,USA,Circle,Aprox 30 min.,"Two glinting objects on a cloudless CA sunny day - one disappeared, the other stayed visible for approximately 30 minutes",10/8/22,Yes
454,10/2/22 13:13,Windham,ME,USA,Circle,45 seconds,Orbs moving through smoke trail from another aircraft,10/8/22,Yes
455,10/2/22 12:11,San Bernardino,CA,USA,Disk,5 secs.,It's a sphere crossing the sky while abc films Huntington Beach Air show,10/8/22,
456,10/2/22 06:05,Smyrna,TN,USA,Light,3 seconds,Bright light in sky vanished,10/8/22,
457,10/2/22 00:50,Westminster,CO,USA,Triangle,5 seconds,"Triangle shaped craft over Westminster, CO",10/8/22,
458,10/2/22 00:15,Little current,ON,Canada,Circle,3 minutes,"Not sure on shape... at least 3 pulsating lights, no sound",10/8/22,
459,10/1/22 23:45,Judsonia,AR,USA,Light,Couple hours,Went outside to take picture of the moon like I do every night and seen this object coming towards me.,12/22/22,
460,10/1/22 23:00,Delta,UT,USA,Formation,Maybe 3 seconds,5 objects in a tight vee formation flying very fast East to West,10/8/22,
461,10/1/22 22:20,Granger,IN,USA,Fireball,2-3 min,Possible UFO aircraft appeared suddenly and kept moving up the sky.,10/8/22,
462,10/1/22 22:15,Bedford,NH,USA,Circle,45 mins,Two circular lights moving in circles,10/8/22,
463,10/1/22 21:10,Bellevue,WA,USA,Formation,5 min,While driving toward Seattle on I-90 Westbound a linear formation of 9 or so stationary lights,10/8/22,
464,10/1/22 21:00,Lynnwood,WA,USA,Star,10 (ten) to 15 seconds,Two points self-illuminated to astonishing intensity high in the northern sky for ~ 10-15 seconds,10/8/22,
465,10/1/22 20:46,port washington,WI,USA,Sphere,5 minutes,bright sphere of light,10/8/22,
466,10/1/22 19:46,Hales Corners,WI,USA,Sphere,Approx 1 min,"I saw a bright object silently traveling from West to East at postion angle 75 at a height of maybe 10,000 feet.",10/8/22,Yes
467,10/1/22 19:20,Lapeer,MI,USA,Changing,7-8 minutes. I terminated,"Shape changing Yellowish light orb in atmosphere, in daylight changed shape and traveling west.",10/8/22,Yes
468,10/1/22 19:03,Newville,PA,USA,Triangle,several seconds,Walking home from store and noticed a series of lights on the triangular shaped object which moved below clouds and heard no sound.,10/8/22,
469,10/1/22 18:55,Edmonton,AB,Canada,Disk,about 5 minutes,"Luminous disc changing colour from creamy orange to amber, disappearing, reappearing reddish changing gradually to purple, winking out.",12/22/22,
470,10/1/22 18:40,Gulf Shores,AL,USA,Oval,5 seconds,Object spotted on slow motion video.,12/22/22,Yes
471,10/1/22 16:10,Broomfield,CO,USA,Light,~15 seconds,Multiple bright white lights in front of black thunder clouds,10/8/22,
472,10/1/22 15:34,Huntsville,AL,USA,Cigar,2 - 3 minutes,Cigar shaped with a bright circular light to the left of craft,10/8/22,Yes
473,10/1/22 11:50,Gulf breeze,FL,USA,Circle,Seconds intermittent,This was circular and was blur...I've never seen anything move at this rate of speed. It moved auikl6then disappeared and reappeared.,10/8/22,
474,10/1/22 09:52,Redwood valley,CA,USA,Other,,A very very large huge X flying in and out of the blue atmosphere,10/8/22,
475,10/1/22 04:30,Bountiful,UT,USA,Light,45 seconds,deep above maybe outer space,10/8/22,
476,10/1/22 03:05,Columbus,MS,USA,Light,~15 seconds to a minute,BRIGHT light panned like a spotlight in both windows in my bedroom - no sound - no cars - no people. 2nd time this has happened,10/8/22,
