,Date,City,State,Country,Shape,Duration,Summary,Posted,Images
55,11/22/22 18:05,Carbondale,IL,USA,Triangle,30 seconds,The craft was seen in the Northeast sky moving westbound at 6:05 pm 11/22/2022.,12/22/22,
56,11/22/22 17:56,Chicago,,,Light,,Three lights flashing and stationed,12/22/22,
57,11/22/22 17:21,Waterford,CT,USA,Unknown,1 minute,The left one was bigger and white- the right was was smaller and red. It was NOT airplanes.  ((NUFORC Note: Contrails.  PD)),12/22/22,Yes
58,11/22/22 17:08,Lopatcong,NJ,USA,Circle,Approx 15 minutes,circled moving left to right then back to left in relation to each other.,12/22/22,Yes
59,11/22/22 16:54,San Diego,CA,USA,Light,6 minutes,"I seen 4 lights in a line, 3 moved formatically",12/22/22,
60,11/22/22 16:47,Mount Joy,PA,USA,Light,Few seconds,Extremely bright light blinking on then off and moved to different position in high atmosphere,12/22/22,
61,11/22/22 09:09,Roseville,MN,USA,Changing,Everyday,Electromagnetic pulse,12/22/22,
62,11/22/22 08:50,Roseville,MN,USA,Triangle,1-2 minutes,Orangish zigzag diamond shaped thing,12/22/22,Yes
63,11/22/22 08:40,Wauconda,IL,USA,Oval,5 min,Saw metal object hovering disappeared and reappeared,12/22/22,
64,11/22/22 02:36,Menifee,CA,USA,Fireball,1 to 2 seconds,"Blue disk like fire ball appeared in the sky, Flew downwards into the sky and disappeared instantly.",12/22/22,
65,11/22/22 02:30,Sofia,Sofia City Province,Bulgaria,Diamond,1,1 object far away,12/22/22,Yes
66,11/21/22 23:49,Las Vegas,NV,USA,Triangle,For a bout a year,Right over me me would play saying traingles right over me my senses would like amplify and I would black out sometimes,12/22/22,
67,11/21/22 22:00,Downingtown,PA,USA,Fireball,24/7,Radiation emitting from changing ever present thing,12/22/22,
68,11/21/22 20:45,Forest Lake,MN,USA,Unknown,2004 2006? 2min or less,We saw 3 objects appear in Eastern sky at dusk one evening on our pontoon,12/22/22,
69,11/21/22 20:30,Steger,IL,USA,Unknown,about 8 or 9 minutes,hovering & meandering object 2 red sequential blinking lights and solid greenish lights flew overhead then W/NW over forest over a mile,12/22/22,Yes
70,11/21/22 20:00,Johnstown,PA,USA,Star,1 hour and still there,"Moves at high speed in multiple directions, changes from solid white to solid blue or red light,",12/22/22,
71,11/21/22 19:10,Oregon,WI,USA,Circle,2 Minutes,Drone sightings?,12/22/22,
72,11/21/22 09:13,Las Vegas,NV,USA,Unknown,~10 seconds,"Saw what appeared to be a piece of blowing trash at ~400' altitude and about ~60mph, but then realized conditions were calm.",12/22/22,
73,11/20/22 22:52,Mt. Hope,WV,USA,Other,1 hour plus,"Distant sighting, unfortunately I may not have enough useful info to be helpful",12/22/22,
74,11/20/22 22:00,Oregon,WI,USA,Circle,All night,See videos,12/22/22,
75,11/20/22 20:15,Los Alamos,NM,USA,Light,2 seconds,Unexplainable FAST Aircraft,12/22/22,
76,11/20/22 18:58,,,USA,Triangle,over a minute,Silent UFO IN THE NIGHT,12/22/22,
77,11/20/22 18:50,San Antonio,TX,USA,Light,3-5 seconds,Light passed over car on access road and disappeared,12/22/22,Yes
78,11/20/22 18:20,Gaithersburg,MD,USA,Light,About 1 to minutes,It was a string if vertical light and above that a shorter string of horizontal lights moving in perfect formation,12/22/22,
79,11/20/22 18:01,Thane,Maharashtra,India,Unknown,1-2minutes.It was moving,This was not an aircraft. Please check the video.,12/22/22,
80,11/20/22 17:25,Flint,MI,USA,Fireball,45 mins,"Fell from the sky, entered our atmosphere..floated around, shot back Into space",12/22/22,Yes
81,11/20/22 17:01,Hibbing or Kelly Lake,MN,USA,Unknown,3 minutes or 3miles,Pulsating clear lights,12/22/22,Yes
82,11/20/22 12:17,Fisherville,KY,USA,Changing,Approximately 5 Minutes,"Bright, Changing Spot Changing Shape Near Airplane",12/22/22,Yes
83,11/20/22 10:45,NORTH HOLLYWOOD,CA,USA,Light,15 min+,"Slow, deliberate (but non satellite behavior), reflective",12/22/22,Yes
84,11/19/22 23:49,Thamesford,ON,Canada,Changing,,Saucer life bright ball in sky with blue lights,12/22/22,
85,11/19/22 22:02,Sun city,AZ,USA,Light,3 minutes approximately,"I was walking a dog and saw a bright light in the sky I thought was a star but it was changing colors, moving and seemed to respond",12/22/22,
86,11/19/22 21:40,Orcutt,CA,USA,Light,10 minutes,Strange light flashing red also possibly blue or green,12/22/22,Yes
87,11/19/22 21:36,Maplewood,MN,USA,Disk,2-3 minutes,Noted ufo when driving,12/22/22,Yes
